Director,NodeID
Ossie Davis,11162
Jay Chandrasekhar,463
Matt Piedmont,6939
David Nutter,10010
Sheldon Lettich,3647
Philip Saville,5743
Danny Steinmann,8951
Alex Ranarivelo,472
Ol Parker,6206
Mora Stephens,453
Forest Whitaker,9785
David E. Talbert,11057
Douglas Cheek,2876
Ben Wheatley,5356
Nicolae Constantin Tanase,7252
Joe Swanberg,1423
Rowdy Herrington,3649
Stewart Raffill,9823
Jeremy Saulnier,10333
Bradley Rust Gray,13554
Ridley Scott,2315
John Sturges,8019
Mark Griffiths,11362
Liz Friedlander,11232
Mike Mayhall,552
Beto G--mez,1407
David Caffrey,1533
Kim Farrant,8758
Guillermo del Toro,391
Michael Corrente,6732
Khalid Mohamed,12631
Justin Lin,1142
Derek Cianfrance,7995
Phil Lord,2192
Andrew Erwin,9523
Ricki Stern,9976
Greg Berlanti,5391
Frank Lotito,165
Paul Thomas Anderson,5648
George Sidney,1249
Chris Shadley,5498
Chris Buck,13167
Steve Box,12581
Qasim Basir,9619
Jonathan Demme,2060
Jonathan Teplitzky,8883
Shintaro Shimosawa,7274
Rick Famuyiwa,7432
Gabriele Muccino,4119
Brian Dannelly,10186
Ava DuVernay,741
Timothy Bj--rklund,7729
David Twohy,2561
Jon Knautz,3468
Nae Caranfil,7235
Ritesh Batra,10443
Jeff Garlin,5573
Romesh Sharma,7618
Christopher McQuarrie,9024
Jeff Crook,3911
Mark Young,4335
Daryl Wein,10927
Andy Cadiff,11201
Mathieu Amalric,12196
Joe Carnahan,6462
Katie Aselton,13284
Robert M. Young,10155
Joe Roth,9536
James Toback,1719
Leslye Headland,12188
Karan Johar,6324
Jeremy Brock,4308
Gabe Ib----ez,13058
Jason Friedberg,3415
Marc Forster,495
--ric Tessier,2647
Alain Resnais,9584
Stephen Chow,3241
Peter Atencio,12756
Brian De Palma,1263
Neill Blomkamp,6265
Daniel Lee,3074
Anthony Hemingway,7520
Harald Zwart,1563
Gabriela Tagliavini,11217
Benson Lee,1762
Lowell Sherman,7404
Adam Green,8697
Jonathan English,3972
Andrew Niccol,3056
Charlie Kaufman,7883
Grant Heslov,4408
Ma--wenn,5764
Jim Hanon,3889
Stevan Mena,8222
Maggie Greenwald,9205
Robert Rodriguez,208
Benni Diez,9615
Ralph Nelson,9543
Matt Birch,4619
Harold Ramis,24
Yorgos Lanthimos,3020
Joseph Ruben,7507
Peter Berg,4613
Paul W.S. Anderson,799
James Foley,5272
D.W. Griffith,1345
Raymond De Felitta,10304
Alan Jacobs,7740
David Webb Peoples,12587
Carlos Saura,8628
Brian Levant,660
Prachya Pinkaew,10499
Alexander Witt,10445
Alan Poul,769
James Schamus,7049
Wolfgang Petersen,4378
Dennis Gansel,3535
Graham Annable,12227
Sngmoo Lee,11549
Istv--n Szab--,8553
Mary Harron,10622
Paul Feig,2858
Brandon Trost,8825
Mark Tonderai,5692
Peter MacDonald,10098
Russell Mulcahy,8266
Kimberly Peirce,1121
Melville Shavelson,11695
Steve Rash,10491
Adam Rifkin,4399
David Ayer,4018
Tom Hanks,9465
Michael Hoffman Jr.,7388
Charles Binam--,3539
Michael Mann,8987
Alan Parker,7313
Robert Marcarelli,12073
Don Coscarelli,1923
Terry George,1147
Annabel Jankel,6480
Theodore Melfi,6228
Tod Williams,8170
Oliver Blackburn,283
Mark Romanek,1854
Chuan Lu,2698
Gary Sinyor,7897
Michael Cristofer,11587
Robert Heath,10656
Ron Shelton,2108
Alan Alda,6542
Craig Bolotin,1117
Leslie Small,7907
Stephen Chbosky,10631
Dagur K--ri,11717
Eric Styles,10267
Ronald Neame,4950
Rod Lurie,1088
Darren Stein,3814
Colin Minihan,7108
Matthew Hastings,10718
William Sachs,543
Gina Prince-Bythewood,6430
Gore Verbinski,854
Kim Nguyen,6498
Mark Neveldine,5429
Cheryl Dunye,10033
Lukas Moodysson,6603
Jon Hurwitz,7060
Stephen Herek,3821
James Marsh,4923
Mike Nawrocki,3721
Claude Miller,7572
Anthony Minghella,1635
Jean-Jacques Mantello,4929
Richard J. Lewis,1977
Ray Lawrence,8994
Russell Holt,5404
Jorge Gaggero,11983
Michael Cuesta,8048
Scott Mann,8217
Fedor Bondarchuk,10966
Reginald Hudlin,4187
Demian Lichtenstein,6990
Nora Ephron,2257
Rodrigo Cort--s,8209
William Kaufman,2141
Michael Curtiz,6745
Matt Walsh,7215
Neil LaBute,9807
Gil Kenan,3873
Cassandra Nicolaou,1084
Robby Henson,6131
John Herzfeld,4298
Nicholaus Goossen,13312
Peter Ho-Sun Chan,2918
Youssef Delara,12510
Johnnie To,7708
John Fortenberry,5038
Tommy Oliver,4362
Pat O'Connor,4834
Isaac Florentine,10137
Roland Joff--,1673
James Mather,10113
Josh Trank,6456
John Wells,7969
Steve Miner,2149
Robert Zemeckis,2757
Allen Hughes,9534
Alfred Hitchcock,6276
Ariel Vromen,9071
Tay Garnett,7088
Ron Fricke,11620
Diane Keaton,10753
Rich Christiano,5816
Kevin Hooks,6577
Matthew Vaughn,3794
Dan Trachtenberg,1393
Tommy O'Haver,10028
Mikel Rueda,1628
Jim Jarmusch,4067
Allan Dwan,7902
Hart Bochner,12534
Scott Waugh,9414
Bernardo Bertolucci,2275
Tim Hill,4580
Lori Petty,12305
Sean Byrne,13108
Laslo Benedek,7719
McG,233
Alan Yuen,605
Olivier Megaton,576
Jesse Vaughan,11756
John Woo,4235
M. Night Shyamalan,1677
Ayan Mukerji,11491
Marielle Heller,4727
Etan Cohen,2414
Deepa Mehta,312
Debra Granik,11624
Malcolm Goodwin,10743
Geoffrey Sax,4689
Adam McKay,3511
Sajid Khan,8888
Nicholas Stoller,1268
Bob Fosse,2937
Tommy Lee Wallace,12004
Karim A--nouz,11387
Danny Leiner,10812
Justin Chadwick,4548
Josh Gordon,3772
Alex Craig Mann,12731
Jon Hess,9855
Colin Higgins,9565
Alejandro Amen--bar,6486
Enrique Begne,5183
Bill Muir,519
Ronny Yu,10145
John Lee Hancock,401
Michael Jai White,596
Kevin Rodney Sullivan,7264
James Isaac,8791
Chris Wedge,5494
Alice Wu,7523
Anthony Vallone,9711
Louis Leterrier,4881
Camille Delamarre,6593
Ruggero Deodato,9937
Pete Travis,405
Sylvain White,6284
Rawson Marshall Thurber,2605
Christopher M. Bessette,12556
Diane English,9834
Sammo Kam-Bo Hung,4138
Robert Cary,3261
George A. Romero,1061
Darin Scott,11441
Ben Falcone,2807
Kriv Stenders,12798
Michael Hoffman,8734
Travis Legge,2962
Richard Loncraine,6246
Hank Braxtan,13164
Peter M. Cohen,10682
Scott Smith,6354
Stuart Beattie,1741
Joe Marino,7867
Tomm Moore,5989
Gary Rogers,8391
Kat Coiro,7575
Martin Scorsese,1293
Howard Deutch,5205
Jonathan Mostow,2186
Lexi Alexander,8857
Scandar Copti,8352
Albert Brooks,307
Peter Lord,9165
Michael Gornick,3270
Zackary Adler,12955
Ernie Barbarash,913
Jaume Balaguer--,3976
Evan Goldberg,2461
Daniel Barnz,1202
Brian Robbins,150
Aaron Hann,1219
Woody Allen,1008
Paul Michael Glaser,973
Pitof,2270
Bradley Parker,11959
Mike Figgis,2632
Simon Wells,6020
Chuck Sheetz,6858
Kimble Rendall,7303
Paul Hunter,784
Mark Andrews,6980
Adam Marcus,13144
Lee Unkrich,12742
Orson Welles,7287
John Huston,8201
Mikael H--fstr--m,623
Jon Gunn,8676
Mike Gabriel,7143
Steve Buscemi,3700
Bob Dolman,12852
Daniel Columbie,293
Terence Davies,13510
Hideo Nakata,10418
Thaddeus O'Sullivan,6443
Troy Nixey,11839
Tony Goldwyn,3348
Christopher Landon,9906
David G. Evans,10403
Jon Avnet,9142
Jos-- Padilha,8707
Paul Verhoeven,358
Craig Mazin,3390
Takashi Yamazaki,3480
Sarah Smith,13445
James Ponsoldt,12166
Claude Chabrol,12370
Mitchell Lichtenstein,7262
Brian Gibson,3143
Bruce Campbell,11444
Igor Kovalyov,6391
Charles Shyer,11893
Morgan Neville,4850
Mike Newell,4180
Noah Baumbach,1920
S.R. Bindler,419
Catherine Jelski,9153
Lena Dunham,11672
Eric Nicholas,10650
Hue Rhodes,3125
Neal Brennan,11288
Benny Boom,9771
Scott Cooper,4646
Ken Kwapis,5178
Rick Rosenthal,13512
Wayne Wang,6068
Gillian Armstrong,1808
Susan Stroman,8624
Jon Favreau,727
Bill Benenson,3926
Kinka Usher,9531
Corbin Bernsen,10666
Tran Anh Hung,7338
Kate Barker-Froyland,11787
R. Balki,5268
Patrick Tatopoulos,670
Fred Zinnemann,963
John Schultz,10388
Fatih Akin,8672
Alfonso Cuar--n,8855
Richard Raymond,9190
Katsuhiro --tomo,2481
Guy Ritchie,49
Frank LaLoggia,500
Jay Levey,1849
James O'Brien,10740
Rob McKittrick,9444
Emma-Kate Croghan,1666
Sam Taylor-Johnson,74
Daniel Taplitz,12902
George Gallo,5379
Max Joseph,11799
Paul Bolger,2424
Brad Copeland,11743
Roger Kumble,5172
Andrew Fleming,5252
Tara Subkoff,8564
Joe Chappelle,3901
Gerry Lively,13066
Kerry Conran,2657
Vadim Perelman,10807
Charles Robert Carner,11453
Pedro Almod--var,2384
Florent-Emilio Siri,11584
Benedikt Erlingsson,11866
Denzel Washington,10486
Vipul Amrutlal Shah,6233
Michael Crichton,10124
Richard E. Grant,6908
James McTeigue,5417
Ciar--n Foy,9295
Akira Kurosawa,4570
Rob Hawk,11099
Oliver Hirschbiegel,750
Joe Berlinger,3997
Nicholas Jarecki,5191
Joan Chen,1996
Chad Hartigan,9088
Fred Durst,9518
Dean Israelite,2913
Ryan Coogler,8262
Brad Peyton,7016
Beeban Kidron,10310
Ry--hei Kitamura,184
Jorge R. Guti--rrez,9392
Adam Jay Epstein,8728
Nicole Holofcener,5466
Raja Menon,6682
Max Mayer,1041
Tom Kalin,10376
Adam Rapp,3111
Andy Tennant,1289
Andrea Di Stefano,10464
Teddy Chan,3609
K. King,6830
John Gray,9598
David Hewlett,13261
Dave Meyers,11594
Jean-Paul Rappeneau,3581
Jon Poll,11012
Alex Kendrick,4873
Angela Robinson,6677
Robert Kenner,12711
Kundan Shah,10831
Mabel Cheung,10570
Greg Coolidge,2946
George Ratliff,5811
Rafa Lara,2909
Davis Guggenheim,1774
Anna Muylaert,9762
Kevin Greutert,4402
Niall Johnson,812
Damien O'Donnell,9416
Mike McCoy,4529
C. Jay Cox,6179
Bo Zenga,11469
Mira Nair,794
Martin Brest,6415
Joe Nussbaum,2370
James Wan,2842
Harry Gantz,3268
Jem Cohen,4867
Spike Jonze,4603
Jamie Thraves,12777
Kathryn Bigelow,891
Babar Ahmed,13220
Frank Sebastiano,5823
Corey Yuen,9441
Josef Rusnak,279
Hyung-rae Shim,8910
Harry Elfont,7054
Eric Eason,5524
John Duigan,12140
Andrew Berends,11754
Danny DeVito,1154
Tim Robbins,11902
Dexter Fletcher,9878
Pierre Morel,476
Whit Stillman,3088
Neil Burger,3846
Brad Bird,5082
Johanna Schwartz,8551
Ferzan Ozpetek,12740
Marcio Garcia,6108
Kris Isacsson,4911
David Hackl,5445
Jerome Elston Scott,12861
Gary Shore,4825
Patricia Riggen,5072
Ron Underwood,8968
Vic Sarin,3488
Fede Alvarez,7383
Jim Fall,8164
Carl Rinsch,1377
Jon Shear,6778
Philip Zlotorynski,4575
Dan Rush,6421
Patrice Leconte,7734
Mark Rydell,3954
Rakeysh Omprakash Mehra,7010
D. Stevens,5852
Wes Anderson,264
Chad Kapper,9457
Floyd Mutrux,8238
Stephen Gaghan,2407
George P. Cosmatos,5753
Lance Kawas,10149
David Atkins,8900
Antoine Fuqua,4333
Ron Clements,7376
Mor Loushy,13519
Cary Bell,1699
Paul McGuigan,2133
Bob Saget,1861
Daniel Stamm,12173
Florian Henckel von Donnersmarck,10690
David S. Goyer,10501
Bigas Luna,3603
Guy Hamilton,968
Theodore Witcher,2750
Ashish R. Mohan,5795
Michael D. Sellers,3290
Kay Pollak,13274
Keenen Ivory Wayans,9670
James Ivory,1777
Christopher Spencer,13542
Timur Bekmambetov,4249
Adam Brooks,3322
Andrew Bujalski,5203
Dave Borthwick,5329
Takashi Shimizu,141
Kevin Reynolds,44
Michael Bay,1907
Gary Halvorson,9851
James Dodson,2850
William H. Macy,9093
Eric Leighton,9328
Lajos Koltai,6093
Kari Skogland,223
John Lasseter,1519
William Dear,1178
Tim Blake Nelson,958
Alex Garland,7691
Scott Foley,6133
Jon Amiel,7396
Michael Clancy,4968
Randall Rubin,6711
David Cronenberg,3664
James Manera,4073
Joshua Oppenheimer,5196
Shane Carruth,12033
Oliver Stone,1100
Olivier Assayas,7426
Jir-- Menzel,3705
Breck Eisner,4981
Erik Canuel,12550
Mark Piznarski,8476
Don Kempf,9436
Simon West,4262
Harmony Korine,9699
David M. Matthews,4935
Shane Acker,1910
Rajkumar Hirani,8753
Scott Alexander,7887
Daniel Schechter,2032
Ivan Kavanagh,10793
John Carpenter,1036
Michael Dougherty,4133
Mort Nathan,3897
Ricky Gervais,12873
George Jackson,12219
Deborah Anderson,11652
Anthony Mann,13153
Je-kyu Kang,8925
Andy Fickman,2890
Dinesh D'Souza,2520
--mile Gaudreault,10117
Francesca Gregorini,12088
Mike Marvin,5421
David Gordon Green,4011
Trent Cooper,11822
Jerry Jameson,9174
Christophe Gans,4143
E.L. Katz,11485
Shyam Madiraju,10970
Terrence Malick,2688
Mabrouk El Mechri,9838
Larry Blamire,1023
Nnegest Likk--,13124
Wallace Wolodarsky,5117
John 'Bud' Cardos,9724
Marcus Raboy,381
Christopher Leitch,12250
Craig R. Baxley,9476
Tim Johnson,7449
Damien Dante Wayans,9488
Martin Ritt,5162
Thomas Bezucha,9781
Roger Spottiswoode,6370
Fenton Bailey,10294
Alejandro Agresti,12431
Karey Kirkpatrick,10783
Dewey Nicks,13045
Guy Maddin,10590
Tommy Lee Jones,3000
James Gray,3593
Ed Decter,7399
Jonathan Caouette,3503
David Moreau,12153
David Soren,7354
Don Bluth,112
Morten Tyldum,7358
Richard Curtis,4047
Hayley Cloake,10975
Tony Bill,2126
Frank Perry,3547
Mike Hodges,3635
Leos Carax,8274
Steven Quale,4627
Jerry Rees,5364
Pou-Soi Cheang,429
Kenneth Branagh,1074
John Badham,11961
Tom Vaughan,8701
Burr Steers,679
William Arntz,3401
Dena Seidel,12355
Simon Napier-Bell,11344
Luke Dye,684
John Polson,6705
Richard Brooks,4344
Joss Whedon,4126
Mel Smith,2089
Pawel Pawlikowski,4149
Menno Meyjes,13340
John Guillermin,5229
Rebecca Miller,7595
Tony Kaye,2623
Tom Holland,3190
Daniel Petrie Jr.,2117
Doug Liman,949
Stephen Frears,954
Jean-Jacques Annaud,1443
Goran Dukic,2594
Edward Hall,7211
Ken Del Conte,11393
Ari Sandel,10577
Sherman Alexie,8517
Michael Tollin,8091
Frank Borzage,10854
Mike Nichols,1134
Dean Parisot,4330
Al Silliman Jr.,9279
Trey Parker,3066
Rodrigo Garc--a,7633
John McNaughton,10762
Gavin Wiesen,127
Frank Nissen,8666
Joel Coen,1586
John A. Davis,302
Nick Love,7309
Michael Rymer,54
Russell Friedenberg,7628
Anton Corbijn,2389
Michael Lembeck,4737
Dominic Sena,5626
Dan Gilroy,10449
Charles T. Kanganis,8046
David Duchovny,9502
Stiles White,7612
Chris Marker,10661
Kirsten Sheridan,7667
Louis Morneau,11536
Hideaki Anno,2200
Conor McMahon,1240
Gary Chapman,2287
Rick Friedberg,1194
Alessandro Carloni,3987
Jafar Panahi,10217
Sidney J. Furie,5207
Jaime Zevallos,11268
Jay Roach,655
David F. Sandberg,160
Kevin Donovan,9663
David Gelb,12415
Michael Patrick King,1737
Marilyn Agrelo,11846
Sut Jhally,9805
Tim Hunter,170
Jessie Nelson,1623
Richard Fleischer,4093
Daniel Algrant,339
Garry Marshall,713
Atom Egoyan,3194
Michael Tiddes,414
Christian Carion,2279
Phil Claydon,11630
Brandon Landers,122
Robert Sarkies,5676
Luc Jacquet,6517
Derick Martini,12394
Lance Hool,8782
Dror Moreh,13323
Steven Shainberg,12459
Amy Heckerling,2668
Ash Baron-Cohen,12022
Martin Campbell,2080
Scott Walker,9090
Aleksandr Veledinskiy,4413
Florence Ayisi,1681
Joseph Sargent,7453
Garth Jennings,9546
Gil Junger,5932
Danny Pang,6082
Deb Hagan,4316
Khyentse Norbu,2984
David Raynr,8762
Jason Connery,1125
Clint Eastwood,84
Rian Johnson,7661
Zoran Lisinac,3598
Des McAnuff,8070
Cyrus Nowrasteh,12405
Jennifer Flackett,10468
Joon-ho Bong,2428
Lionel C. Martin,7755
Kevin Munroe,2701
Roger Donaldson,5045
Luc Besson,887
Maryam Keshavarz,6403
Christian Sesma,5019
Peter H. Hunt,8075
Marc Bennett,3763
Andrey Konchalovskiy,5972
Lewis Gilbert,6279
Ed Harris,7037
Siddiq Barmak,5709
Charles Matthau,7415
Roland Suso Richter,8972
Vondie Curtis-Hall,13461
Norman Ferguson,213
Brenton Spencer,8127
Tanner Beard,7959
Luca Guadagnino,13498
Mark Brown,5506
Joshua Seftel,7804
Wally Pfister,1332
Richard Williams,1749
Mathieu Kassovitz,3457
Michael Walker,443
Pan Nalin,5309
Spike Lee,155
Ian Fitzgibbon,6906
Ryan Little,3767
Stephen Kay,5187
Mervyn LeRoy,11724
Janusz Kaminski,12419
Alejandro Monteverde,2582
Joey Lauren Adams,1480
Kelly Reichardt,3894
Les Mayfield,631
Troy Miller,3967
Ellory Elkayem,9641
Roland Emmerich,2417
Michael Dinner,10625
Douglas Aarniokoski,3352
Mark Waters,274
Roger Avary,2862
W.D. Hogan,9690
Jeff Tremaine,6153
J.A. Bayona,10674
Walter Hill,146
Jane Clark,12790
Jeremy Leven,3642
Mark Steven Johnson,1870
Tom Green,10373
Julio DePietro,1257
Mike Bruce,12833
Jonathan Meyers,8946
Clare Kilner,8296
Christopher Erskin,11281
Peter Hewitt,316
Andrew Stanton,5618
Reinhard Klooss,12680
Adam Shankman,3292
Christopher Scott Cherot,1000
Donald Petrie,990
Chris Atkins,2320
Matt Reeves,3338
Thomas L. Phillips,3424
Rupert Sanders,9034
Derrick Borte,5847
Blair Hayes,562
Lone Scherfig,4983
Robert Bennett,11179
David Leland,5838
Paul King,7018
David Carson,11862
Penny Marshall,896
Duncan Tucker,10992
Roger Allers,2010
Richard Ayoade,2972
Chris Carter,11130
Robert B. Weide,9301
Will Gluck,5075
Brian Percival,12545
Michael Moore,1113
Michael Schultz,717
Leigh Whannell,9927
Lloyd Kaufman,4973
David Hunt,5304
Andrei Tarkovsky,9262
Bryan Singer,2452
Antony Hoffman,2075
Chris Rock,3393
Steven Soderbergh,1232
Shane Dawson,8642
Matt Cimber,13296
Maggie Carey,5153
Stanley Kramer,1844
Christopher Smith,12054
Greg Mottola,1214
Wil Shriner,6557
Jeannot Szwarc,3362
Bill Duke,7686
Charles Martin Smith,1723
Antonio Banderas,13506
Sharon Greytak,11773
Philip Kaufman,6467
Eric Bross,4808
Tim Story,3716
Damon Santostefano,8110
Shawn Levy,1543
Nicolas Winding Refn,1197
Tom Hooper,2474
Howard Hughes,4662
Gregory Nava,6740
Thea Sharrock,13442
Jared Hess,325
Drake Doremus,5112
Brian A Miller,1583
Jerry Zaks,9645
Jerome Robbins,6383
Mel Gibson,136
Jean-Marc Vall--e,8699
Doug Walker,9042
Chris Butler,4977
Drew Barrymore,6389
William A. Graham,12563
Rand Ravich,2430
Jon M. Chu,4062
Colin Strause,11389
Kevin Jordan,8844
Stephan Elliott,6350
Wes Ball,8907
J. Lee Thompson,4294
DJ Pooh,321
Jason Zada,4511
Ben Stiller,64
Rich Moore,9081
John H. Lee,11261
Jennifer Yuh Nelson,4000
Barry Sonnenfeld,1364
Sarah Gavron,5320
Andrzej Bartkowiak,1295
Paul Weiland,9778
Michael Caton-Jones,2476
Travis Romero,5772
Ang Lee,3167
Bruce Dellis,9402
Jay Russell,1244
Jerry Dugan,10770
Avi Nesher,9388
Nicholas Hytner,10337
Andrew Davis,1952
Christopher Morris,9210
Damir Catic,2847
Rachel Talalay,4390
Gabor Csupo,8407
Mark Osborne,5785
Scott Hicks,2345
Maria Maggenti,10385
Lucky McKee,6726
David Mirkin,10045
Marc Lawrence,8193
Taedong Park,5438
Piyush Dinker Pandya,650
Mel Stuart,11038
Peter Care,8976
Russell Crowe,4349
Chao-Bin Su,2362
Patrick Stettner,1936
Peter Hyams,6547
John Milius,194
Lynn Shelton,4053
Bobby Roth,505
Barry Levinson,79
Carl Theodor Dreyer,9366
Michael Wadleigh,9593
Steve Antin,10959
Richard Benjamin,1092
Judd Apatow,5094
Michael Chapman,11953
Jerry Belson,5892
Aleksey German,8620
Bibo Bergeron,6181
Andrew Dominik,2827
Tom Reeve,13236
Vidhu Vinod Chopra,5387
Pascal Arnold,5984
Jaume Collet-Serra,524
Jody Hill,7111
Patricia Cardoso,6843
Rob Marshall,5658
Don Scardino,10039
Michael Mayer,3295
Lasse Hallstr--m,3146
Terron R. Parsons,11656
Jamaa Fanaka,12828
Michael Patrick Jann,1852
Joshua Logan,5584
Clark Gregg,1821
Tim Fywell,12081
Jonas Elmer,11315
Vera Farmiga,7840
Steve Martino,1941
Katja von Garnier,12329
Peter Medak,5769
Hsiao-Hsien Hou,11921
Natalie Bible',10995
Robert Lee King,5513
Martin Weisz,5894
James Bobin,4680
Ole Christian Madsen,7461
Mona Fastvold,4717
Tate Taylor,69
Sam Levinson,8748
Jeffrey St. Jules,4788
David Winning,11808
Justin Zackham,7139
Henry King,11383
Luis Mandoki,4653
Christophe Barratier,9340
Lance Mungia,5376
Ron Howard,2189
Ian Sharp,8500
Cristian Mungiu,4229
Paul Abascal,6117
Nancy Meyers,3928
Brian Baugh,11552
Eric Schaeffer,10256
--tienne Faure,12655
Jonathan Kesselman,4514
Fran--ois Truffaut,5651
Carter Smith,7849
Ham Tran,11559
Sam Mendes,1415
Ben Lewin,10844
Liliana Cavani,3410
Greg Tiernan,9873
Dave Payne,510
Bille August,7782
Lijun Sun,8143
Franklin J. Schaffner,5760
Marcus Dunstan,4712
Robert Lorenz,10724
Jennifer Finnigan,7436
Becky Smith,5994
Arie Posin,8878
Chris Paine,10509
Patrick Creadon,5643
Vincenzo Natali,3445
Eric Bugbee,11242
Dennie Gordon,2255
Niki Caro,8797
Denis Villeneuve,2435
Peter Stebbings,8890
Scott Marshall,2603
Miguel Arteta,2163
Nathan Smith Jones,10545
Allison Burnett,6015
William Friedkin,2887
Jon Lucas,2539
Gregory Jacobs,1436
Marc Sch--lermann,8116
David Pastor,10494
Stephen Hopkins,1312
Lucio Fulci,5665
Dean DeBlois,9929
Jerry Zucker,1608
Paul Andrew Williams,5062
Kirk Wong,6967
Jim Goddard,3384
Ted Post,12436
Robert Butler,4524
Georgia Hilton,11747
Chris Kentis,7326
Jim Chuchu,2103
Richard Boddington,9317
Peter R. Hunt,12721
Mars Callahan,13436
Harold Cronk,11970
Neil Marshall,2246
Juan Carlos Fresnadillo,5360
Duane Journey,12572
Ken Scott,6944
Ian Iqbal Rashid,4813
Callie Khouri,2137
Randal Kleiser,618
Craig Brewer,8399
Don Michael Paul,3372
Billy Bob Thornton,10275
Eric Lavaine,8837
Steve Oedekerk,3661
Mamoru Hosoda,2967
Frank Whaley,9892
Todd Field,9924
Steven Spielberg,2683
Andrew Steggall,6716
Claudia Sainte-Luce,8364
Ben Stassen,8419
Nigel Cole,10056
Kristin Rizzo,3622
Cecil B. DeMille,481
Morgan J. Freeman,7348
Walter Murch,8084
Courtney Hunt,4476
Isabel Coixet,6978
Ekachai Uekrongtham,12539
Jon Kasdan,5556
Dave Rodriguez,514
Simon Yin,586
Patrick Ryan Sims,12775
Mark Sandrich,6873
John Laing,10207
Perry Andelin Blake,5776
Ulu Grosbard,3277
Marc Abraham,12471
Fred Savage,9170
A. Raven Cruz,1163
Gary Fleder,4926
Audrey Wells,12007
James L. Brooks,3335
Dominic Burns,13457
Sam Firstenberg,5066
Paul Crowder,2231
Sanaa Hamri,5712
David Winters,10173
Chuck Bowman,3258
Dennis Dugan,2223
Nick Hurran,12114
Sean Anders,1441
John Stockwell,3396
Shekhar Kapur,8197
Chris Miller,6085
Ryan Smith,5128
Jeb Stuart,6802
Rob Cohen,2234
Erik White,3095
Michael Landon Jr.,468
Lawrence Kasdan,6075
Akiva Goldsman,6625
Kasi Lemmons,238
Martyn Pick,9911
Jorge Blanco,13343
William A. Fraker,11398
Sam Fell,5653
Paul Schrader,5700
Jez Butterworth,13028
Eugenio Derbez,9629
Eytan Fox,4035
Robin Budd,7379
Wayne Thornley,2773
Cedric Nicolas-Troyan,11395
Boaz Yakin,7647
Gary Ross,1552
Joel Edgerton,7082
Edward Zwick,1662
Nacho Vigalondo,10085
Kevin Costner,4085
Len Wiseman,3098
Rohit Jagessar,1018
Lauren Lazin,12093
Tung-Shing Yee,11006
George Tillman Jr.,1470
Richard Eyre,10359
Eric Mendelsohn,5462
Sara Newens,12106
Tomas Alfredson,12399
Lenny Abrahamson,4621
Chuck Russell,3508
Dylan Bank,1300
Robert D. Webb,8943
Peter Flinth,8059
Tom Elkins,9769
Blake Edwards,9681
Kief Davidson,3737
Fritz Lang,10285
Randy Moore,1758
Uwe Boll,9079
Rob Hedden,9121
Herbert Ross,5798
Frank Marshall,922
Jeff Schaffer,10913
Jason Naumann,2839
Bruce Paltrow,6299
William Brent Bell,4908
Howard Zieff,1053
Kelly Asbury,10001
Bill Plympton,2825
George Roy Hill,2172
Patrick Meaney,7120
Joe Charbanic,1411
Jonathan Lynn,6755
Martin Lawrence,6671
Daniel Espinosa,8533
Amal Al-Agroobi,4959
Alan Cohn,1690
Peter Jackson,2374
Nimr--d Antal,6128
Ric Roman Waugh,1999
Hayao Miyazaki,1753
Woo-Suk Kang,12349
Charles Herman-Wurmfeld,5925
Maurizio Benazzo,4673
Li Zhang,354
Henry Jaglom,269
Marc Levin,7446
Fr--d--ric Auburtin,7984
Hao Ning,4025
Stephen Kijak,12012
Richard Montoya,7837
Michael Anderson,6580
Richard Rich,4154
James Mangold,1349
Brian Trenchard-Smith,2570
Patrick Read Johnson,2242
Joseph Gordon-Levitt,4853
Todd Haynes,1013
Zack Snyder,944
Akiva Schaffer,5240
Luis Valdez,10409
Joseph Kosinski,4441
Robert Harmon,533
Lana Wachowski,2801
Clark Baker,11062
Terence Young,3149
Kevin Carraway,8985
Barrett Esposito,12477
Pete Docter,3588
Tim Chambers,10949
Maksim Fadeev,7855
Chris Eyre,9490
Takeshi Kitano,8489
Chris Noonan,3035
Rania Attieh,11818
Victor Salva,2894
Lee Toland Krieger,2626
Finn Taylor,3575
Henry Joost,4040
Sterling Van Wagenen,9920
Philip G. Atwell,10481
Andrew Bergman,5246
Bruce Beresford,1655
Elia Kazan,1130
John Maybury,12913
Kevin Spacey,1727
Jun Falkenstein,5100
Ward Roberts,11092
Seth Gordon,10615
Daniel Davila,7430
Fred Dekker,4161
Bill Paxton,5946
Alex Smith,6886
Sean McNamara,1813
Michael Winnick,7812
Tarsem Singh,5956
Mario Van Peebles,4222
Richard Marquand,6992
Michael Dowse,1452
Julian Gilbey,2727
Jee-woon Kim,3682
Matt Jackson,11337
Travis Zariwny,4703
Justin Dillon,4608
Thor Freudenthal,6738
John Gatins,12577
Courtney Solomon,759
Wayne Kramer,2661
John Carney,2950
Michael Pressman,10254
Jim Mickle,6163
Ralph Fiennes,3620
Brian Klugman,9330
Tony Krantz,6615
Pascal Chaumeil,11416
David Mamet,3617
Harold Becker,5145
Monte Hellman,4438
Maurice Joyce,11003
Matthew Diamond,1694
