NodeID,Name,Race,Gender
1604,Miriama Smith,,
1607,Phil Leeds,,
1610,Phill Lewis,Black,Male
1611,Tate Taylor,White,Male
1614,John Gatins,,
1615,Lou Saliba,,
1616,Greg Collins,,
1618,Donald Pleasence,White,Male
1619,P.J. Soles,,
1621,Alex Borstein,White,Female
1622,Timoth--e Chalamet,,
1625,--lex Angulo,,
1626,Germ--n Alcarazu,,
1627,Joseba Ugalde,,
1630,Marsha Thomason,Black,Female
1631,Marc John Jefferies,,
1633,Robert Mitchum,White,Male
1637,Steve Guttenberg,White,Male
1638,Daniel Stern,White,Male
1639,Ellen Barkin,White,Female
1641,Eion Bailey,White,Male
1644,Otto Jespersen,,
1645,Johanna M--rck,,
1646,Glenn Erland Tosterud,,
1649,Brian Doyle-Murray,White,Male
1650,Dabney Coleman,White,Male
1653,Jessica Tandy,White,Female
1654,Patti LuPone,White,Female
1657,Andrew Wilson,White,Male
1658,Willie Nelson,White,Male
1661,Chad Lindberg,,
1664,Frances O'Connor,White,Female
1665,Matt Day,,
1668,Michael Wincott,White,Male
1669,Zach Grenier,White,Male
1670,Bill Johnson,White,Male
1672,Gary Oldman,White,Male
1675,Zooey Deschanel,White,Female
1676,Kristen Connolly,,
1679,Vera Ngassa,,
1680,Beatrice Ntuba,,
1683,Johnny Pacar,White,Male
1684,Vernon Wells,White,Male
1685,Matthew R. Anderson,,
1688,Linda Cardellini,White,Female
1689,Poppy Montgomery,White,Female
1692,Garrett Clayton,,
1693,Toni Braxton,Black,Female
1696,Abigail Evans,,
1697,Stacie Evans,,
1698,Emily Gorell,,
1701,Anjelica Huston,White,Female
1702,Matthew Gray Gubler,White,Male
1704,Nandita Das,,
1705,Gulshan Grover,,
1706,Eric Peterson,,
1708,F. Murray Abraham,Middle Eastern,Male
1709,Rob Brown,White,Male
1711,Michael Gough,White,Male
1712,Andrew Bryniarski,,
1714,Grey Damon,,
1715,Brittany Curran,,
1716,Aaron Hill,White,Male
1718,Joey Lauren Adams,White,Female
1721,Taylor Blackwell,,
1722,Harry Connick Jr.,White,Male
1725,Joe Mantegna,White,Male
1726,Faye Dunaway,White,Female
1729,Natascha McElhone,White,Female
1730,Jeffrey Combs,White,Male
1733,Sally Kirkland,White,Female
1736,Chris Noth,White,Male
1739,Caitlin Stasey,,
1740,Miranda Otto,White,Female
1743,Boris Kodjoe,Multiracial,Male
1744,Cicely Tyson,Black,Female
1747,Kenneth Williams,White,Male
1748,Clive Revill,White,Male
1751,Minnie Driver,White,Female
1752,Billy Crudup,White,Male
1755,Trey Loney,,
1756,Lee Armstrong,,
1757,Amy Lucas,,
1760,Caity Lotz,,
1761,Laz Alonso,Black,Male
1764,Jeanne Tripplehorn,White,Female
1765,John Lynch,White,Male
1768,Alexa PenaVega,,
1769,Craig T. Nelson,White,Male
1772,Emma Bell,,
1773,Carly Schroeder,,
1776,Samuel West,White,Male
1779,Eddie Griffin,Black,Male
1782,Rami Malek,Middle Eastern,Male
1784,Chris Hemsworth,White,Male
1786,Traylor Howard,White,Female
1787,Ben Stein,White,Male
1790,Mark Zupan,White,Male
1791,Joe Bishop,White,Male
1792,Andy Cohn,,
1795,James Babson,,
1796,Rupert Evans,,
1797,Brian Steele,,
1799,Luke Newberry,,
1800,Sheridan Smith,,
1801,Pauline Collins,White,Female
1804,Paterson Joseph,,
1807,Clive Russell,,
1810,Oliver James,White,Male
1811,Rebecca De Mornay,White,Female
1812,Jason Ritter,White,Male
1815,Billy Campbell,White,Male
1816,Bruce Boxleitner,White,Male
1817,John Castle,,
1820,Matt Gerald,,
1823,Maika Monroe,,
1824,Ruby Harris,,
1825,Jake Weary,,
1830,Eric Lloyd,White,Male
1831,David DeLuise,White,Male
1832,Bruno Campos,White,Male
1834,Alicia Goranson,White,Female
1835,Brendan Sexton III,,
1836,Jeannetta Arnette,White,Female
1838,Arben Bajraktaraj,,
1841,Maximilian Schell,White,Male
1842,Montgomery Clift,White,Male
1843,Spencer Tracy,White,Male
1846,Fran Drescher,White,Female
1847,Gedde Watanabe,Asian,Male
1848,Michael Richards,White,Male
1851,Kirstie Alley,White,Female
1856,Robin Wright,White,Female
1859,John Stamos,White,Male
1860,Jim Belushi,White,Male
1863,Harrison Ford,White,Male
1864,Dean Jones,White,Male
1865,Raymond Cruz,Hispanic,Male
1868,Jan Hooks,White,Female
1869,Dana Ivey,White,Female
1872,Melissa Sagemiller,White,Female
1873,Angela Featherstone,White,Female
1874,Candace Kroslak,,
1877,James Frain,White,Male
1878,Sofia Black-D'Elia,,
1879,Lisa Kay,,
1882,Zack Ward,,
1883,Jonathan Crombie,White,Male
1884,Megan Follows,White,Female
1886,Sylvester Stallone,White,Male
1889,Herbert Russell,,
1891,Matthew Ziff,,
1892,Randy Wayne,,
1893,Raquel Elizabeth Ames,,
1896,Ming-Na Wen,,
1897,Collins Pennie,,
1900,Damian Walshe-Howling,,
1901,Gyton Grantley,,
1902,Adrienne Pickering,,
1905,Dwayne Johnson,,
1906,Larry Hankin,,
1909,Tom Kane,White,Male
1912,Michael Emerson,White,Male
1913,Mark Valley,White,Male
1914,Grey Griffin,,
1917,William Baldwin,White,Male
1918,Elizabeth Meriwether,,
1919,Owen Kline,,
1922,Vanna Bonta,,
1925,Miguel A. N----ez Jr.,,
1928,Ed Wynn,White,Male
1929,Glynis Johns,White,Female
1930,Elsa Lanchester,White,Female
1933,Kim Dickens,White,Female
1938,Francesca Capaldi,,
1939,Venus Schultheis,,
1940,Bill Melendez,Hispanic,Male
1943,Sydney Pollack,White,Male
1946,Eddie Cahill,White,Male
1947,Noah Emmerich,White,Male
1948,Kenneth Mitchell,,
1951,Kevin Dunn,White,Male
1954,Zach Gilford,White,Male
1955,Aimee Teegarden,White,Female
1957,Pablo Rago,,
1958,Diego Ramos,,
1959,Gabriel Almir--n,,
1962,Steve Irwin,White,Male
1963,Aden Young,,
1964,Steve Bastoni,,
1967,Tracy Morgan,Black,Male
1968,Kevin Pollak,White,Male
1971,Jesper Christensen,,
1972,Romi Aboulafia,,
1975,Atom Egoyan,Other,Male
1976,Paul Gross,White,Male
1979,Merritt Wever,White,Female
1980,Cherry Jones,White,Female
1982,Natasha Richardson,White,Female
1984,Joe Flaherty,White,Male
1987,Nicholas Aaron,,
1988,Brendan Mackey,,
1989,Joe Simpson,,
1991,Matt Damon,White,Male
1992,Ethan Suplee,White,Male
1994,Sam Trammell,White,Male
1995,Elaine Stritch,White,Female
1998,Nadine Velazquez,Hispanic,Female
2001,Ken Leung,,
2002,Christina Vidal,Hispanic,Female
2005,Anna Friel,White,Female
2006,Pauline McLynn,,
2008,Nathan Lane,White,Male
2009,Niketa Calame,,
2012,Kate del Castillo,,
2013,Henry Simmons,Black,Male
2016,Jon Brion,,
2017,Dottie Alexander,,
2018,David Barnes,,
2021,Ty Parker,,
2022,Vincent Duvall,,
2023,Loanne Bishop,,
2026,Colin Ferguson,Black,Male
2027,Salli Richardson-Whitfield,,
2029,Lena Dunham,White,Female
2030,Kevin Corrigan,White,Male
2031,Alex Karpovsky,,
2034,Lou Perryman,,
2035,Jim Siedow,,
2040,Julian Glover,White,Male
2041,Topol,White,Male
2042,Desmond Llewelyn,White,Male
2044,Megan Park,,
2045,Shawn Roberts,,
2046,Joe Dinicol,,
2048,Alden Ehrenreich,,
2049,Joanne Whalley,White,Female
2051,Julianna Guill,,
2052,Rick Gomez,,
2053,Tim Williams,,
2056,Bill Cobbs,Black,Male
2059,Kimberly Elise,Black,Female
2062,Amy Sedaris,White,Female
2063,Maria Thayer,White,Female
2067,French Stewart,White,Male
2068,Ashley Martin,,
2069,Olivia Alexander,,
2072,Bob Neill,,
2073,Val Kilmer,White,Male
2074,Tom Sizemore,White,Male
2077,Ryan Reynolds,White,Male
2078,Temuera Morrison,Other,Male
2079,Taika Waititi,,
2082,Brendan Fehr,White,Male
2083,Kerr Smith,White,Male
2085,Jeffrey Jones,White,Male
2086,Jordan Prentice,,
2091,Paul Kaye,,
2092,Neil Maskell,,
2093,Kate Magowan,,
2095,Adam Scott,White,Male
2096,Kaitlin Olson,White,Female
2097,Dominique McElligott,,
2100,Paul Ogola,,
2101,Olwenya Maina,,
2102,Mugambi Nthiga,,
2105,Robert Maillet,,
2107,Bruce Greenwood,White,Male
2110,Michael Raymond-James,,
2111,Abraham Benrubi,White,Male
2112,Graham McTavish,,
2115,Chris Brochu,,
2116,Jeff Fahey,White,Male
2119,Jacob Tremblay,,
2120,Nancy O'Dell,White,Female
2121,Vanessa Matsui,,
2123,Vivica A. Fox,,
2125,Philip Winchester,,
2128,Del Zamora,,
2129,Tracey Walter,White,Male
2130,Miguel Sandoval,Hispanic,Male
2135,Ellen Burstyn,White,Female
2136,Matthew Settle,White,Male
2139,Drew Waters,,
2140,Sean Cook,,
2143,James Urbaniak,White,Male
2144,Daniel Tay,,
2147,Usher Raymond,,
2148,Leonor Varela,Hispanic,Female
2151,Ken Marino,White,Male
2153,Mary Lynn Rajskub,White,Female
2154,Paul Dooley,White,Male
2157,Shane Black,,
2158,Bill Duke,Black,Male
2159,Carl Weathers,Black,Male
2162,Jennifer Garner,White,Female
2165,Jonathan Winters,White,Male
2166,Elizabeth Perkins,White,Female
2167,Harvey Korman,White,Male
2169,Chris Harrison,,
2171,Ray Walston,White,Male
2174,Maureen McCormick,White,Female
2175,Shanley Caswell,,
2176,Tim Abell,,
2179,Fran--ois B--gaudeau,,
2180,Agame Malembo-Emene,,
2181,Ang--lica Sancio,,
2188,Seth Gabel,White,Male
2191,Amber Stevens West,,
2194,Spencer Wilding,,
2195,Daniel Mays,,
2197,Mark Chinnery,,
2198,Shin'ya Tsukamoto,,
2199,Atsuko Maeda,,
2202,Charlie Saxton,,
2203,Ryan Donowho,,
2206,Alessandro Nivola,White,Male
2207,Beno--t Poelvoorde,,
2208,Marie Gillain,White,Female
2210,Monica Calhoun,Black,Female
2211,LisaRaye McCoy,,
2212,Clifton Powell,Black,Male
2215,Rus Blackwell,,
2216,Luis Antonio,,
2219,Tina Turner,Black,Female
2221,Jon Heder,White,Male
2222,Tim Meadows,Black,Male
2225,Melinda Clarke,White,Female
2226,Aaron Stanford,White,Male
2228,Pel--,,
2229,Marv Albert,White,Male
2230,Ahmet Ertegun,,
2233,Carmen Ejogo,,
2236,Margo Harshman,,
2237,Rumer Willis,White,Female
2240,Lara Flynn Boyle,White,Female
2241,Cynthia Nixon,White,Female
2244,JJ Feild,,
2245,Dave Legeno,White,Male
2248,Jennifer Lafleur,,
2249,Cheyenne Jackson,Multiracial,Male
2250,Michael Stahl-David,White,Male
2253,Bob Saget,White,Male
2254,Riley Smith,White,Male
2259,Lin Shaye,,
2260,Olivia Cooke,,
2261,Beau Knapp,,
2264,Kathleen Freeman,White,Female
2265,Chris Miller,White,Female
2266,Bobby Block,,
2269,Christopher Heyerdahl,White,Male
2272,Jean-Louis Trintignant,White,Male
2273,Stefania Sandrelli,White,Female
2274,Dominique Sanda,White,Female
2277,Dany Boon,,
2278,Ian Richardson,White,Male
2281,Helen McCrory,White,Female
2283,Omar Epps,Black,Male
2284,Nia Long,Black,Female
2286,Pip Torrens,,
2289,Sean Harris,,
2292,Kimberly Williams-Paisley,,
2293,Brian Geraghty,,
2295,Lynn Cohen,,
2296,Marian Seldes,,
2297,Dan Hedaya,White,Male
2299,Frank Grillo,White,Male
2300,Joseph Julian Soria,,
2301,Mykelti Williamson,Black,Male
2304,Alexander Skarsg--rd,,
2305,Casper Crump,,
2308,Leonard Nimoy,White,Male
2309,Kurtwood Smith,White,Male
2310,Nichelle Nichols,Black,Female
2313,Orlando Bloom,White,Male
2314,Philip Glenister,White,Male
2317,Richard Curtis,,
2318,Harvey Weinstein,White,Male
2319,Elton John,White,Male
2322,Campbell Scott,White,Male
2323,Adam Butcher,,
2324,Gordon Pinsent,White,Male
2327,Peter Dinklage,White,Male
2329,Elden Henson,White,Male
2330,Royce Johnson,,
2331,Charlie Cox,White,Male
2333,Bridget Fonda,White,Female
2334,Ty Olsson,,
2336,Amber Valletta,White,Female
2337,Marc Macaulay,,
2340,Scout Taylor-Compton,,
2341,Gil Birmingham,,
2344,Mika Boorem,White,Female
2347,Curtis Armstrong,White,Male
2348,Anne Heche,White,Female
2351,Janeane Garofalo,White,Female
2352,Vince Vieluf,White,Male
2353,Kevin Rahm,White,Male
2356,Chelan Simmons,,
2359,Woo-sung Jung,,
2360,Shawn Yue,Asian,Male
2361,Kelly Lin,,
2364,Holly Valance,White,Female
2366,Luis Sanchez,,
2367,Dennis L.A. White,,
2372,Billy Boyd,White,Male
2373,Bernard Hill,White,Male
2376,Sariann Monaco,,
2377,David Hoffman,White,Male
2378,Ben Diskin,,
2381,Carmen Maura,White,Female
2382,Lola Due--as,,
2383,Antonio de la Torre,,
2386,Violante Placido,,
2387,Thekla Reuten,,
2388,Filippo Timi,,
2391,Igor Jijikine,,
2392,Agnia Ditkovskite,,
2395,Tom Hardy,White,Male
2396,Jack O'Connell,,
2398,Gerard Butler,White,Male
2400,Charlotte Rampling,White,Female
2402,Patrick Macnee,White,Male
2403,Alison Doody,White,Female
2404,Tanya Roberts,White,Female
2406,Kayvan Novak,,
2409,Wendi McLendon-Covey,White,Female
2410,Carlos Alazraqui,Hispanic,Male
2413,Alison Brie,White,Female
2416,Liam James,,
2419,Alfre Woodard,Black,Female
2420,Keshia Knight Pulliam,Black,Female
2423,George Carlin,White,Male
2426,Chris Evans,White,Male
2427,Kang-ho Song,,
2432,Lubna Azabal,,
2433,M--lissa D--sormeaux-Poulin,,
2434,Ahmad Massad,,
2437,Chlo-- Grace Moretz,,
2438,Kiersey Clemons,,
2440,Maeve Dermody,,
2441,Patrick Brammall,,
2442,Kelly Paterniti,,
2445,Colin O'Donoghue,,
2447,Jon Gries,White,Male
2448,Taylor Handley,White,Male
2449,Trent Ford,White,Male
2454,Judge Reinhold,White,Male
2455,Ronny Cox,White,Male
2457,Peter Vaughan,White,Male
2458,George Coulouris,White,Male
2459,Ewen Solon,,
2463,Nathalie Fay,,
2464,Chris Pontius,White,Male
2465,Erin Wasson,,
2468,Abhishek Bachchan,Asian/Indian,Male
2469,Uday Chopra,,
2470,Samantha McLeod,,
2473,Eddie Redmayne,White,Male
2478,William Hootkins,,
2479,Robin Atkin Downes,,
2480,Rosalind Ayres,,
2483,William Atherton,White,Male
2486,Kieran Culkin,White,Male
2487,Joss Ackland,White,Male
2489,Kellie Martin,White,Female
2492,David Belle,White,Male
2493,Cyril Raffaelli,,
2494,Dany Verissimo-Petit,,
2496,Michael Des Barres,White,Male
2497,Wilhelm von Homburg,White,Male
2498,Thom Mathews,,
2501,Jeffrey DeMunn,White,Male
2504,Santiago Cabrera,Hispanic,Male
2505,Eduardo Ver--stegui,,
2506,Catalina Sandino Moreno,,
2509,Richard Sammel,,
2510,T--mas Lemarquis,,
2512,Andrew Garfield,White,Male
2513,Warren Clarke,,
2514,John Henshaw,,
2517,Barack Obama,Multiracial,Male
2518,Zackary Steven Graham,,
2519,Dinesh D'Souza,Asian/Indian,Male
2523,Ally Walker,White,Female
2524,Illeana Douglas,White,Female
2527,Dylan Baker,White,Male
2528,Chi McBride,Black,Male
2529,Amy Hill,,
2532,Samantha Morton,White,Female
2533,Om Puri,Asian/Indian,Male
2534,Natalie Mendoza,,
2537,Justin Chon,,
2538,Josie Loren,,
2541,Brock Peters,Black,Male
2542,William Windom,White,Male
2545,Mehcad Brooks,Black,Male
2546,Steffinnie Phrommany,,
2547,Danielle Savre,,
2550,Peter Mensah,,
2551,Kelvin Taylor,,
2552,Viva Bianca,White,Female
2554,Chris Owen,White,Male
2557,Scoot McNairy,,
2558,Tate Donovan,White,Male
2563,Michael Lerner,White,Male
2564,John Colicos,White,Male
2567,Zoe Ventoura,,
2568,Damien Garvey,,
2569,Christopher Sommers,,
2572,Brandon Smith,,
2573,Rick Dial,,
2575,Richard Burton,White,Male
2576,Richard Beymer,White,Male
2577,Eddie Albert,White,Male
2580,Armando Riesco,,
2581,Ramon Rodriguez,,
2584,Jay O. Sanders,White,Male
2585,Cheryl Penland,,
2587,Miko Hughes,White,Male
2588,Fred Gwynne,White,Male
2589,Denise Crosby,White,Female
2592,Patrick Fugit,White,Male
2593,Chase Ellison,White,Male
2596,Iben Hjejle,White,Female
2597,Frank Hvam,,
2598,Casper Christensen,,
2601,Drew Fuller,White,Male
2602,Larry Miller,White,Male
2607,Harry Styles,White,Male
2608,Zayn Malik,Multiracial,Male
2609,Niall Horan,White,Male
2612,Vincent Gallo,White,Male
2613,Cheryl Tiegs,White,Female
2614,Anna Vareschi,,
2617,Sean Michael Afable,,
2618,Tzi Ma,,
2621,Beverly D'Angelo,White,Female
2622,Stacy Keach,White,Male
2625,Michiel Huisman,,
2628,Amanda Wyss,White,Female
2630,Saffron Burrows,White,Female
2631,Julian Sands,White,Male
2634,Pruitt Taylor Vince,White,Male
2635,M. Emmet Walsh,White,Male
2636,Robert Wahlberg,,
2640,Jake Ryan,,
2641,Pat Healy,,
2644,Patrick Huard,,
2645,Michel C--t--,,
2646,Jean Pierre Bergeron,,
2649,David Conrad,White,Male
2650,Monica Keena,White,Female
2653,Austin Pendleton,White,Male
2654,John Buffalo Mailer,,
2656,Laurence Olivier,White,Male
2659,Charles Baker,,
2666,Donald Faison,Black,Male
2667,Elisa Donovan,White,Female
2670,Hannah Spearritt,White,Female
2673,Jean Simmons,White,Female
2676,Tisha Campbell-Martin,,
2677,Ossie Davis,Black,Male
2679,Julie Christie,White,Female
2680,Richard Briers,White,Male
2682,Barry Shabaka Henley,Black,Male
2686,Stuart Margolin,White,Male
2687,Richard Libertini,White,Male
2690,Carrie Bradstreet,,
2691,Joel Paul Reisig,,
2692,Yassie Hawkes,,
2695,Ye Liu,,
2696,Yuanyuan Gao,,
2697,Ryu Kohata,,
2703,Christian Clavier,White,Male
2704,Isabelle Nanty,,
2705,Val--rie Lemercier,,
2708,Tony Bonner,,
2709,Jack Thompson,White,Male
2710,Tom Burlinson,White,Male
2713,James Wolk,White,Male
2716,Keegan-Michael Key,,
2719,Oliver Reed,White,Male
2720,Ron Moody,White,Male
2721,Jack Wild,White,Male
2724,Mem Ferda,,
2725,Alfie Allen,,
2726,Malese Jow,,
2729,Lee Scott,White,Male
2730,Jon Hunter,,
2731,Matt Hunter,,
2734,Saif Ali Khan,Asian/Indian,Male
2735,Mary Goggin,,
2736,Vic Aviles,,
2739,Charles S. Dutton,,
2740,Tim Daly,White,Male
2744,William Holden,White,Male
2745,Sessue Hayakawa,Asian,Male
2746,Jack Hawkins,White,Male
2749,Leonard Roberts,White,Male
2752,CCH Pounder,Black,Female
2753,Joel David Moore,,
2756,Jeffrey Weissman,,
2759,Gillian White,,
2761,Carrie Preston,White,Female
2764,Ellen Albertini Dow,White,Female
2766,Charlie Rowe,,
2768,Miguel Ferrer,Hispanic,Male
2769,Rachel Crow,,
2770,Jeffrey Garcia,,
2775,Tony Cox,Black,Male
2778,Jason Alexander,White,Male
2780,Hugh Keays-Byrne,,
2781,Joanne Samuel,,
2783,Shane Pollard,,
2784,Mishael Morgan,,
2785,Chase Armitage,,
2788,Dianne Wiest,White,Female
2791,Kirby Heyborne,,
2792,Lincoln Hoppe,,
2793,Daryn Tufts,,
2796,Kim Shaw,,
2797,David Dastmalchian,,
2803,Derek Jacobi,White,Male
2804,Danny Webb,,
2806,Ben Falcone,White,Male
2810,Annie Parisse,,
2812,Jay Mohr,White,Male
2814,Eddie Vedder,White,Male
2815,Steve Earle,White,Male
2817,Jung-min Hwang,,
2818,Jun Kunimura,,
2819,Woo-hee Chun,,
2822,Charis Michelsen,,
2823,Bill Martone,,
2824,Richard Spore,,
2829,Emily Rios,,
2830,Jesse Garcia,,
2831,Alicia Sixtos,,
2833,Cas Anvar,,
2836,Victoria Jackson,White,Female
2837,Kate Flannery,,
2838,Tim Bagley,,
2841,Vin Diesel,Multiracial,Male
2844,Nichole Ceballos,,
2845,Ron Gelner,,
2846,Parker Riggs,,
2849,Shriya Saran,,
2852,Linda Blair,White,Female
2854,August Diehl,,
2856,Matt Lucas,White,Male
2857,Steve Bannos,,
2860,Salvator Xuereb,,
2861,Jean-Hugues Anglade,,
2864,Lisa Ann Walter,,
2867,Leah Remini,White,Female
2868,Patrick Fischler,,
2871,Bianca Kajlich,White,Female
2872,Oliver Hudson,White,Male
2873,Adhir Kalyan,,
2875,Sam McMurray,White,Male
2878,Lamman Rucker,Black,Male
2880,Shawnee Smith,White,Female
2881,Michael Welch,White,Male
2882,Anthony Reynolds,,
2885,Jenna Boyd,,
2886,Rex Linn,White,Male
2889,Christine Lakin,White,Female
2892,Patricia Belcher,,
2893,Jonathan Breck,,
2896,Rachel Blanchard,White,Female
2897,Paulo Costanzo,White,Male
2899,Estella Warren,White,Female
2900,Shawn Hatosy,White,Male
2902,Rosie Perez,Hispanic,Female
2903,Adam Garcia,White,Male
2904,Alissa Dean,,
2906,Jorge Luis Moreno,,
2907,Andr--s Montiel,,
2908,William Miller,White,Male
2911,Gary Weeks,,
2912,Jonny Weston,,
2915,Brooke Smith,White,Female
2917,Takeshi Kaneshiro,Asian,Male
2920,Aisha Hinds,,
2925,Barry Corbin,White,Male
2926,Johnny Walter,,
2927,Shiree Nelson,,
2930,Tiago Riani,,
2931,Melissa Benoist,White,Female
2932,Hayley Lovitt,,
2934,Roy Scheider,White,Male
2935,Ben Vereen,Black,Male
2936,Max Wright,White,Male
2939,Robert Clohessy,,
2940,Mandy Gonzalez,,
2941,J. Smith-Cameron,,
2944,Dane Cook,White,Male
2945,Jessica Simpson,White,Female
2948,Karen Pittman,,
2949,Mary Catherine Garrison,,
2952,Meat Loaf,White,Male
2955,Khandi Alexander,Black,Female
2956,Dash Mihok,White,Male
2957,Michael Michele,Multiracial,Female
2959,Elissa Dowling,,
2960,Patricia Raven,,
2961,Lindsay Felton,,
2964,Lara Jill Miller,White,Female
2965,Colleen O'Shaughnessey,,
2966,Mona Marshall,,
2969,Kathy Griffin,White,Female
2971,Paddy Considine,White,Male
2974,Myrna Loy,White,Female
2975,Teresa Wright,White,Female
2976,Dana Andrews,White,Male
2979,Omari Hardwick,Black,Male
2981,Tshewang Dendup,,
2982,Lhakpa Dorji,,
2983,Sonam Kinga,,
2986,Kick Gurry,,
2987,Nicholas Elia,,
2989,Mykel Shannon Jenkins,,
2990,Lara Jean Chorostecki,,
2994,John Beck,White,Male
2995,Mews Small,,
2997,Norman Reedus,White,Male
3003,Jon Tenney,White,Male
3004,Tammy Blanchard,White,Female
3008,Kenny Johnston,,
3009,Andrea Vergara,,
3010,Gabriel Reyes,,
3013,Steven Van Zandt,,
3014,Trond Fausa,,
3015,Tommy Karlsen,,
3017,Angeliki Papoulia,,
3018,Mary Tsoni,,
3019,Sissy Petropoulou,,
3022,Don Johnson,White,Male
3023,Cheech Marin,Hispanic,Male
3024,Rene Russo,White,Female
3027,Gian Maria Volont--,,
3028,Aldo Sambrell,,
3032,Miriam Margolyes,White,Female
3033,Christine Cavanaugh,,
3034,Roscoe Lee Browne,Black,Male
3037,Robert Vaughn,White,Male
3038,Jackie Cooper,White,Male
3040,Christopher Evan Welch,,
3042,Randy Jones,,
3043,Caitlyn Jenner,,
3046,Elizabeth Daily,White,Female
3047,Casey Kasem,Middle Eastern,Male
3048,Debbie Reynolds,White,Female
3051,Julia Ormond,White,Female
3054,Zo-- Kravitz,,
3055,Stafford Douglas,,
3058,Julie Gonzalo,Hispanic,Female
3059,Willie Garson,White,Male
3061,Mel Rodriguez,,
3063,Trey Parker,White,Male
3064,Dian Bachar,,
3065,Matt Stone,White,Male
3068,Lili Taylor,White,Female
3071,Si Won Choi,,
3072,Peng Lin,,
3073,Sung-jun Yoo,,
3076,Peter Graves,White,Male
3077,Lloyd Bridges,White,Male
3078,Barbara Billingsley,White,Female
3081,Kristen Seavey,,
3082,Suzi Lorraine,,
3083,Travis Legge,,
3085,Chris Eigeman,,
3086,Taylor Nichols,,
3087,Ellia Thompson,,
3090,Jimmy Fallon,White,Male
3093,Brandon T. Jackson,Black,Male
3094,Shad Moss,,
3097,Sophia Myles,White,Female
3100,Tom Berenger,White,Male
3101,Stephen Baldwin,White,Male
3103,Karen Young,White,Female
3104,Kim Chan,,
3106,Claudia Cardinale,White,Female
3107,Woody Strode,Black,Male
3108,Jack Elam,White,Male
3110,Dallas Roberts,White,Male
3113,Madeline Carroll,,
3115,Eric Idle,White,Male
3116,Michael Palin,White,Male
3117,Terry Jones,White,Male
3120,Julie Walters,White,Female
3121,Jamie Draven,,
3124,Romany Malco,Black,Male
3128,Richard Bull,White,Male
3129,John Hillerman,White,Male
3131,Kevin Spacey,White,Male
3135,Robert Townsend,Black,Male
3136,Keenen Ivory Wayans,Black,Male
3137,Helen Martin,Black,Female
3140,Rae'Ven Kelly,,
3141,Virginia Capers,,
3142,Dororthy Thorton,,
3145,Sarah Roemer,White,Female
3148,Daniela Bianchi,,
3153,Charles Napier,White,Male
3154,Robert Wagner,White,Male
3156,Aria Noelle Curzon,,
3157,Eden Riegel,,
3160,Greg Nicotero,,
3161,John Amplas,,
3162,Joseph Pilato,,
3164,Suraj Sharma,,
3165,Rafe Spall,,
3166,Tabu,Asian/Indian,Female
3169,Hiroshi Abe,,
3170,Naomi Nishida,,
3171,Sakae Kimura,,
3174,George Kennedy,White,Male
3175,Priscilla Presley,White,Female
3176,O.J. Simpson,,
3178,Chelcie Ross,,
3180,Drake,Black,Male
3182,Simon McBurney,,
3183,Abby Mukiibi Nkaaga,,
3185,Sam Waterston,White,Male
3186,Traci Lords,White,Female
3189,Bethany Joy Lenz,White,Female
3192,Sarah Polley,White,Female
3193,Simon Baker,White,Male
3200,Sharlto Copley,,
3203,Allison Miller,,
3204,Vanessa Ray,,
3209,Charlie Korsmo,,
3210,Seymour Cassel,White,Male
3213,Bojana Novakovic,,
3214,Bokeem Woodbine,Black,Male
3217,Kad Merad,,
3218,Michel Galabru,White,Male
3221,Phyllida Law,White,Female
3222,David Kennedy,White,Male
3223,Angus Barnett,,
3226,Julian Richings,White,Male
3227,Judy Davis,White,Female
3231,Philip Baker Hall,White,Male
3234,Costas Mandylor,White,Male
3235,Angus Macfadyen,White,Male
3238,Jiao Xu,,
3239,Yuqi Zhang,,
3240,Chi Chung Lam,,
3243,Michael Irby,White,Male
3245,Madeline Kahn,White,Female
3246,Dick Van Patten,White,Male
3249,Jessalyn Gilsig,White,Female
3252,Emma Stone,White,Female
3253,Chris Zylka,,
3256,Lochlyn Munro,White,Male
3257,Steve Bacic,White,Male
3260,Kevin Sussman,,
3263,Richard E. Grant,White,Male
3264,Jim Carter,White,Male
3265,Alice Krige,White,Female
3272,Jackie Gleason,White,Male
3273,Art Carney,White,Male
3274,Joyce Randolph,White,Female
3276,Jonathan Jackson,White,Male
3279,Birgitte Hjort S--rensen,,
3280,Hana Mae Lee,,
3283,Alicia Witt,White,Female
3286,Harry Shearer,White,Male
3288,Katharine Ross,White,Female
3289,George Harris,White,Male
3294,Matt Frewer,White,Male
3297,Justin Timberlake,White,Male
3298,David Costabile,,
3301,Anthony Edwards,White,Male
3304,Jack McGee,White,Male
3305,Melissa McMeekin,,
3308,Sela Ward,White,Female
3309,Emily Ratajkowski,White,Female
3311,Bex Taylor-Klaus,,
3312,Bobby Campo,,
3313,Jason Wiles,White,Male
3315,Alison Lohman,White,Female
3316,Reggie Lee,,
3318,Sarah Silverman,White,Female
3320,Sakina Jaffrey,,
3321,Paulina Gerzon,,
3324,Keith Allen,White,Male
3325,Sandra Nelson,,
3329,Ben Gazzara,White,Male
3330,Jacqueline Bisset,White,Female
3332,Lupe Ontiveros,Hispanic,Female
3333,Yeardley Smith,White,Female
3334,Shirley Knight,White,Female
3340,Kathleen Quinlan,White,Female
3341,M.C. Gainey,,
