"Source","Target","Weight","Type"
"Joe Mantegna","Baby's Day Out","1","Undirected"
"Joe Mantegna","Edmond","1","Undirected"
"Joe Mantegna","Cars 2","1","Undirected"
"Joe Mantegna","Thinner","1","Undirected"
"Joe Mantegna","Up Close & Personal","1","Undirected"
"Joe Mantegna","Eye for an Eye","1","Undirected"
"Joe Mantegna","The Godfather: Part III","1","Undirected"
"Joe Mantegna","Childless","1","Undirected"
"Faye Dunaway","Network","1","Undirected"
"Faye Dunaway","The Yards","1","Undirected"
"Faye Dunaway","The Wicked Lady","1","Undirected"
"Faye Dunaway","Mommie Dearest","1","Undirected"
"Faye Dunaway","The Rules of Attraction","1","Undirected"
"Faye Dunaway","Don Juan DeMarco","1","Undirected"
"Faye Dunaway","The Thomas Crown Affair","1","Undirected"
"Kevin Spacey","The Men Who Stare at Goats","1","Undirected"
"Kevin Spacey","Casino Jack","1","Undirected"
"Kevin Spacey","Glengarry Glen Ross","1","Undirected"
"Kevin Spacey","A Bug's Life","1","Undirected"
"Kevin Spacey","Horrible Bosses 2","1","Undirected"
"Kevin Spacey","Outbreak","1","Undirected"
"Kevin Spacey","Superman Returns","1","Undirected"
"Kevin Spacey","Horrible Bosses","1","Undirected"
"Kevin Spacey","21","1","Undirected"
"Kevin Spacey","The Usual Suspects","1","Undirected"
"Kevin Spacey","Midnight in the Garden of Good and Evil","1","Undirected"
"Kevin Spacey","The Shipping News","1","Undirected"
"Kevin Spacey","K-PAX","1","Undirected"
"Kevin Spacey","Beyond the Sea","1","Undirected"
"Kevin Spacey","Pay It Forward","1","Undirected"
"Kevin Spacey","The Life of David Gale","1","Undirected"
"Kevin Spacey","Margin Call","1","Undirected"
"Kevin Spacey","L.A. Confidential","1","Undirected"
"Kevin Spacey","A Time to Kill","1","Undirected"
"Kevin Spacey","Moon","1","Undirected"
"Kevin Spacey","American Beauty","1","Undirected"
"Kevin Spacey","The Negotiator","1","Undirected"
"Feardotcom","Jeffrey Combs","1","Undirected"
"Feardotcom","William Malone","1","Undirected"
"Feardotcom","Natascha McElhone","1","Undirected"
"Natascha McElhone","Ronin","1","Undirected"
"Natascha McElhone","The Truman Show","1","Undirected"
"Natascha McElhone","The Devil's Own","1","Undirected"
"Jeffrey Combs","House on Haunted Hill","1","Undirected"
"Jeffrey Combs","Edmond","1","Undirected"
"William Malone","House on Haunted Hill","1","Undirected"
"Two Evil Eyes","Sally Kirkland","1","Undirected"
"Two Evil Eyes","Dario Argento","1","Undirected"
"Sally Kirkland","Archaeology of a Woman","1","Undirected"
"Sally Kirkland","Love Letters","1","Undirected"
"Sally Kirkland","JFK","1","Undirected"
"Sex and the City 2","Chris Noth","1","Undirected"
"Sex and the City 2","Michael Patrick King","1","Undirected"
"Chris Noth","Elsa & Fred","1","Undirected"
"Chris Noth","The Glass House","1","Undirected"
"Chris Noth","Mr 3000","1","Undirected"
"Chris Noth","Sex and the City","1","Undirected"
"Chris Noth","The Perfect Man","1","Undirected"
"I, Frankenstein","Caitlin Stasey","1","Undirected"
"I, Frankenstein","Miranda Otto","1","Undirected"
"I, Frankenstein","Stuart Beattie","1","Undirected"
"Miranda Otto","What Lies Beneath","1","Undirected"
"Miranda Otto","The Homesman","1","Undirected"
"Miranda Otto","Flight of the Phoenix","1","Undirected"
"Miranda Otto","The Thin Red Line","1","Undirected"
"Madea's Family Reunion","Boris Kodjoe","1","Undirected"
"Madea's Family Reunion","Cicely Tyson","1","Undirected"
"Madea's Family Reunion","Tyler Perry","1","Undirected"
"Boris Kodjoe","Nurse 3D","1","Undirected"
"Boris Kodjoe","Resident Evil: Retribution","1","Undirected"
"Boris Kodjoe","Addicted","1","Undirected"
"Boris Kodjoe","Baggage Claim","1","Undirected"
"Boris Kodjoe","Surrogates","1","Undirected"
"Boris Kodjoe","Resident Evil: Afterlife","1","Undirected"
"Boris Kodjoe","Brown Sugar","1","Undirected"
"Cicely Tyson","Alex Cross","1","Undirected"
"Cicely Tyson","Why Did I Get Married Too?","1","Undirected"
"Cicely Tyson","Idlewild","1","Undirected"
"Cicely Tyson","Diary of a Mad Black Woman","1","Undirected"
"Cicely Tyson","Because of Winn-Dixie","1","Undirected"
"Cicely Tyson","The Haunting in Connecticut 2: Ghosts of Georgia","1","Undirected"
"Tyler Perry","Why Did I Get Married?","1","Undirected"
"Tyler Perry","For Colored Girls","1","Undirected"
"Tyler Perry","Madea's Witness Protection","1","Undirected"
"Tyler Perry","Why Did I Get Married Too?","1","Undirected"
"Tyler Perry","Madea Goes to Jail","1","Undirected"
"Tyler Perry","Good Deeds","1","Undirected"
"Tyler Perry","I Can Do Bad All by Myself","1","Undirected"
"Tyler Perry","A Madea Christmas","1","Undirected"
"The Princess and the Cobbler","Kenneth Williams","1","Undirected"
"The Princess and the Cobbler","Richard Williams","1","Undirected"
"The Princess and the Cobbler","Clive Revill","1","Undirected"
"Princess Mononoke","Billy Crudup","1","Undirected"
"Princess Mononoke","Minnie Driver","1","Undirected"
"Princess Mononoke","Hayao Miyazaki","1","Undirected"
"Minnie Driver","Motherhood","1","Undirected"
"Minnie Driver","Owning Mahowny","1","Undirected"
"Minnie Driver","Good Will Hunting","1","Undirected"
"Minnie Driver","Sleepers","1","Undirected"
"Minnie Driver","The Phantom of the Opera","1","Undirected"
"Minnie Driver","South Park: Bigger Longer & Uncut","1","Undirected"
"Minnie Driver","Return to Me","1","Undirected"
"Minnie Driver","High Heels and Low Lifes","1","Undirected"
"Minnie Driver","Beyond the Lights","1","Undirected"
"Minnie Driver","Hard Rain","1","Undirected"
"Minnie Driver","Grosse Pointe Blank","1","Undirected"
"Minnie Driver","An Ideal Husband","1","Undirected"
"Billy Crudup","Blood Ties","1","Undirected"
"Billy Crudup","Rudderless","1","Undirected"
"Billy Crudup","Trust the Man","1","Undirected"
"Billy Crudup","Spotlight","1","Undirected"
"Billy Crudup","Eat Pray Love","1","Undirected"
"Billy Crudup","Watchmen","1","Undirected"
"Billy Crudup","Jesus' Son","1","Undirected"
"Billy Crudup","Without Limits","1","Undirected"
"Hayao Miyazaki","Spirited Away","1","Undirected"
"Hayao Miyazaki","Howl's Moving Castle","1","Undirected"
"Hayao Miyazaki","Ponyo","1","Undirected"
"Escape from Tomorrow","Trey Loney","1","Undirected"
"Escape from Tomorrow","Lee Armstrong","1","Undirected"
"Escape from Tomorrow","Amy Lucas","1","Undirected"
"Escape from Tomorrow","Randy Moore","1","Undirected"
"Battle of the Year","Benson Lee","1","Undirected"
"Battle of the Year","Caity Lotz","1","Undirected"
"Battle of the Year","Laz Alonso","1","Undirected"
"Laz Alonso","Stomp the Yard","1","Undirected"
"Laz Alonso","Straw Dogs","1","Undirected"
"Laz Alonso","Miracle at St. Anna","1","Undirected"
"Laz Alonso","Down for Life","1","Undirected"
"Laz Alonso","Jumping the Broom","1","Undirected"
"Laz Alonso","Just Wright","1","Undirected"
"Sliding Doors","Jeanne Tripplehorn","1","Undirected"
"Sliding Doors","John Lynch","1","Undirected"
"Sliding Doors","Peter Howitt","1","Undirected"
"Jeanne Tripplehorn","Very Bad Things","1","Undirected"
"Jeanne Tripplehorn","Mickey Blue Eyes","1","Undirected"
"Jeanne Tripplehorn","Waterworld","1","Undirected"
"Jeanne Tripplehorn","Swept Away","1","Undirected"
"Peter Howitt","Laws of Attraction","1","Undirected"
"Peter Howitt","Antitrust","1","Undirected"
"Peter Howitt","Johnny English","1","Undirected"
"Ghosts of Mississippi","Rob Reiner","1","Undirected"
"Ghosts of Mississippi","Craig T. Nelson","1","Undirected"
"Ghosts of Mississippi","Alexa PenaVega","1","Undirected"
"Alexa PenaVega","Wicked Blood","1","Undirected"
"Alexa PenaVega","Spy Kids","1","Undirected"
"Alexa PenaVega","Spy Kids 2: Island of Lost Dreams","1","Undirected"
"Alexa PenaVega","The Deep End of the Ocean","1","Undirected"
"Alexa PenaVega","Spy Kids: All the Time in the World in 4D","1","Undirected"
"Alexa PenaVega","Sleepover","1","Undirected"
"Alexa PenaVega","Repo! The Genetic Opera","1","Undirected"
"Alexa PenaVega","Do You Believe?","1","Undirected"
"Alexa PenaVega","The Glimmer Man","1","Undirected"
"Alexa PenaVega","Spy Kids 3-D: Game Over","1","Undirected"
"Alexa PenaVega","Machete Kills","1","Undirected"
"Craig T. Nelson","Troop Beverly Hills","1","Undirected"
"Craig T. Nelson","Poltergeist","1","Undirected"
"Craig T. Nelson","The Family Stone","1","Undirected"
"Craig T. Nelson","Soul Surfer","1","Undirected"
"Craig T. Nelson","Creature","1","Undirected"
"Craig T. Nelson","The Proposal","1","Undirected"
"Craig T. Nelson","The Incredibles","1","Undirected"
"Craig T. Nelson","Get Hard","1","Undirected"
"Rob Reiner","The Story of Us","1","Undirected"
"Rob Reiner","Flipped","1","Undirected"
"Rob Reiner","A Few Good Men","1","Undirected"
"Rob Reiner","The Bucket List","1","Undirected"
"Rob Reiner","The Princess Bride","1","Undirected"
"Rob Reiner","When Harry Met Sally...","1","Undirected"
"Rob Reiner","Stand by Me","1","Undirected"
"Rob Reiner","The American President","1","Undirected"
"Rob Reiner","And So It Goes","1","Undirected"
"Rob Reiner","Alex & Emma","1","Undirected"
"Gracie","Emma Bell","1","Undirected"
"Gracie","Carly Schroeder","1","Undirected"
"Gracie","Davis Guggenheim","1","Undirected"
"Emma Bell","Final Destination 5","1","Undirected"
"Carly Schroeder","Eye of the Dolphin","1","Undirected"
"Davis Guggenheim","Gossip","1","Undirected"
"Davis Guggenheim","An Inconvenient Truth","1","Undirected"
"Howards End","Samuel West","1","Undirected"
"Howards End","James Ivory","1","Undirected"
"Samuel West","Stiff Upper Lips","1","Undirected"
"James Ivory","Jefferson in Paris","1","Undirected"
"James Ivory","A Room with a View","1","Undirected"
"James Ivory","Maurice","1","Undirected"
"James Ivory","The White Countess","1","Undirected"
"James Ivory","The City of Your Final Destination","1","Undirected"
"James Ivory","The Remains of the Day","1","Undirected"
"The Wendell Baker Story","Eddie Griffin","1","Undirected"
"Eddie Griffin","Foolish","1","Undirected"
"Eddie Griffin","Double Take","1","Undirected"
"Eddie Griffin","Deuce Bigalow: Male Gigolo","1","Undirected"
"Eddie Griffin","DysFunktional Family","1","Undirected"
"Eddie Griffin","Undercover Brother","1","Undirected"
"Eddie Griffin","Deuce Bigalow: European Gigolo","1","Undirected"
"Eddie Griffin","The New Guy","1","Undirected"
"Eddie Griffin","American Hero","1","Undirected"
"Night at the Museum: Battle of the Smithsonian","Rami Malek","1","Undirected"
"Rami Malek","Da Sweet Blood of Jesus","1","Undirected"
"Rami Malek","Need for Speed","1","Undirected"
"Rami Malek","Night at the Museum","1","Undirected"
"Rami Malek","Night at the Museum: Secret of the Tomb","1","Undirected"
"Thor","Chris Hemsworth","1","Undirected"
"Chris Hemsworth","Avengers: Age of Ultron","1","Undirected"
"Chris Hemsworth","The Avengers","1","Undirected"
"Chris Hemsworth","Thor: The Dark World","1","Undirected"
"Chris Hemsworth","The Huntsman: Winter's War","1","Undirected"
"Chris Hemsworth","A Perfect Getaway","1","Undirected"
"Chris Hemsworth","Snow White and the Huntsman","1","Undirected"
"Chris Hemsworth","Ca$h","1","Undirected"
"Chris Hemsworth","Star Trek","1","Undirected"
"Chris Hemsworth","Rush","1","Undirected"
"Chris Hemsworth","The Cabin in the Woods","1","Undirected"
"Chris Hemsworth","In the Heart of the Sea","1","Undirected"
"Chris Hemsworth","Vacation","1","Undirected"
"Chris Hemsworth","Blackhat","1","Undirected"
"Son of the Mask","Ben Stein","1","Undirected"
"Son of the Mask","Lawrence Guterman","1","Undirected"
"Son of the Mask","Traylor Howard","1","Undirected"
"Traylor Howard","Dirty Work","1","Undirected"
"Lawrence Guterman","Cats & Dogs","1","Undirected"
"Murderball","Mark Zupan","1","Undirected"
"Murderball","Joe Bishop","1","Undirected"
"Murderball","Andy Cohn","1","Undirected"
"Murderball","Henry Alex Rubin","1","Undirected"
"Hellboy","James Babson","1","Undirected"
"Hellboy","Rupert Evans","1","Undirected"
"Hellboy","Brian Steele","1","Undirected"
"Rupert Evans","The Boy","1","Undirected"
"Rupert Evans","Agora","1","Undirected"
"Rupert Evans","Emma","1","Undirected"
"Brian Steele","Hellboy II: The Golden Army","1","Undirected"
"Quartet","Luke Newberry","1","Undirected"
"Quartet","Sheridan Smith","1","Undirected"
"Quartet","Pauline Collins","1","Undirected"
"Quartet","Dustin Hoffman","1","Undirected"
"Luke Newberry","The Legend of Hercules","1","Undirected"
"Luke Newberry","The Heart of Me","1","Undirected"
"--on Flux","Karyn Kusama","1","Undirected"
"--on Flux","Paterson Joseph","1","Undirected"
"Karyn Kusama","Jennifer's Body","1","Undirected"
"Oscar and Lucinda","Clive Russell","1","Undirected"
"Oscar and Lucinda","Gillian Armstrong","1","Undirected"
"Clive Russell","The Young Messiah","1","Undirected"
"Clive Russell","The 13th Warrior","1","Undirected"
"Gillian Armstrong","Little Women","1","Undirected"
"Raise Your Voice","Rebecca De Mornay","1","Undirected"
"Raise Your Voice","Jason Ritter","1","Undirected"
"Raise Your Voice","Sean McNamara","1","Undirected"
"Raise Your Voice","Oliver James","1","Undirected"
"Oliver James","What a Girl Wants","1","Undirected"
"Rebecca De Mornay","Flipped","1","Undirected"
"Rebecca De Mornay","I Am Wrath","1","Undirected"
"Rebecca De Mornay","Identity","1","Undirected"
"Rebecca De Mornay","Lords of Dogtown","1","Undirected"
"Jason Ritter","Swimfan","1","Undirected"
"Jason Ritter","The East","1","Undirected"
"Jason Ritter","Good Dick","1","Undirected"
"Jason Ritter","Hits","1","Undirected"
"Jason Ritter","Always Woodstock","1","Undirected"
"Jason Ritter","Freddy vs. Jason","1","Undirected"
"Sean McNamara","Soul Surfer","1","Undirected"
"Gods and Generals","Billy Campbell","1","Undirected"
"Gods and Generals","Bruce Boxleitner","1","Undirected"
"Gods and Generals","John Castle","1","Undirected"
"Gods and Generals","Ron Maxwell","1","Undirected"
"Billy Campbell","Enough","1","Undirected"
"Ron Maxwell","Gettysburg","1","Undirected"
"Choke","Matt Gerald","1","Undirected"
"Choke","Clark Gregg","1","Undirected"
"Matt Gerald","Escape Plan","1","Undirected"
"It Follows","Maika Monroe","1","Undirected"
"It Follows","Ruby Harris","1","Undirected"
"It Follows","Jake Weary","1","Undirected"
"It Follows","David Robert Mitchell","1","Undirected"
"Romance & Cigarettes","John Turturro","1","Undirected"
"John Turturro","Illuminata","1","Undirected"
"Jesse","Eric Lloyd","1","Undirected"
"Jesse","David DeLuise","1","Undirected"
"Jesse","Bruno Campos","1","Undirected"
"Eric Lloyd","The Santa Clause 2","1","Undirected"
"Eric Lloyd","The Santa Clause","1","Undirected"
"Boys Don't Cry","Brendan Sexton III","1","Undirected"
"Boys Don't Cry","Jeannetta Arnette","1","Undirected"
"Boys Don't Cry","Alicia Goranson","1","Undirected"
"Brendan Sexton III","Everybody's Fine","1","Undirected"
"Brendan Sexton III","Session 9","1","Undirected"
"Sarah's Key","Gilles Paquet-Brenner","1","Undirected"
"Sarah's Key","Arben Bajraktaraj","1","Undirected"
"Judgment at Nuremberg","Spencer Tracy","1","Undirected"
"Judgment at Nuremberg","Stanley Kramer","1","Undirected"
"Judgment at Nuremberg","Maximilian Schell","1","Undirected"
"Judgment at Nuremberg","Montgomery Clift","1","Undirected"
"Maximilian Schell","The Brothers Bloom","1","Undirected"
"Maximilian Schell","Vampires","1","Undirected"
"Maximilian Schell","The Black Hole","1","Undirected"
"Montgomery Clift","From Here to Eternity","1","Undirected"
"Montgomery Clift","Red River","1","Undirected"
"Montgomery Clift","The Misfits","1","Undirected"
"Spencer Tracy","Boom Town","1","Undirected"
"Spencer Tracy","It's a Mad, Mad, Mad, Mad World","1","Undirected"
"Spencer Tracy","A Guy Named Joe","1","Undirected"
"Stanley Kramer","It's a Mad, Mad, Mad, Mad World","1","Undirected"
"UHF","Fran Drescher","1","Undirected"
"UHF","Gedde Watanabe","1","Undirected"
"UHF","Michael Richards","1","Undirected"
"UHF","Jay Levey","1","Undirected"
"Fran Drescher","Hotel Transylvania 2","1","Undirected"
"Gedde Watanabe","Slackers","1","Undirected"
"Gedde Watanabe","Parental Guidance","1","Undirected"
"Drop Dead Gorgeous","Kirstie Alley","1","Undirected"
"Drop Dead Gorgeous","Michael Patrick Jann","1","Undirected"
"Kirstie Alley","Star Trek II: The Wrath of Khan","1","Undirected"
"Kirstie Alley","Accidental Love","1","Undirected"
"One Hour Photo","Mark Romanek","1","Undirected"
"Mark Romanek","Never Let Me Go","1","Undirected"
"State of Play","Robin Wright","1","Undirected"
"State of Play","Kevin Macdonald","1","Undirected"
"Robin Wright","What Just Happened","1","Undirected"
"Robin Wright","The Girl with the Dragon Tattoo","1","Undirected"
"Robin Wright","Beowulf","1","Undirected"
"Robin Wright","The Princess Bride","1","Undirected"
"Robin Wright","Moneyball","1","Undirected"
"Robin Wright","The Singing Detective","1","Undirected"
"Robin Wright","The Conspirator","1","Undirected"
"Robin Wright","Message in a Bottle","1","Undirected"
"Robin Wright","A Christmas Carol","1","Undirected"
"Robin Wright","Unbreakable","1","Undirected"
